User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Work Description,Work Tasks,Work Tools,Work Processes,AI Envision,Recruitment Source
160c71ba-f190-46de-b9c6-ff8057e84746,Art Directors,Female,Hispanic,60-86K,28,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,10022,Democrat,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,"Hello. Okay, this is working. I'm a gallery manager at an art gallery in Midtown Manhattan. I work both in exhibition planning and also in the finance and operations side. There's some logistics and inventory management as well in terms of stock movement between our locations since we are a global gallery with three other locations across the globe.","I work with our co-founders, with our sonographers, with our logistics team and our sales team to plan exhibitions, to plan logistics around exhibitions in terms of piece movement between our sites to different exhibitions, in terms of any consignment agreements needed for incoming pieces, in terms of any paperwork for export or import needed to know ahead of sales. In terms of any kind of sales brief needed on the pieces themselves. Also on the finance side, recording our P&L, any kind of information that's needed regarding our receipt tracking, any vendor information in terms of just the daily operations of the gallery.","Mostly my email, honestly. I use my calendar a lot, so I'd say email, calendar. We use Asana as a tool for project management, and then we use ArtLogic, our database management system. That's it. It's all we use, really.","Something I have to do is, I guess, categorize every incoming and outcoming payment in terms of the cost center, the GL code, the account, you know, make sure the wires are arranged, make sure everything is assigned a label, so that takes a lot of time. Ideally, you receive the PDF or the receipt, which is scanned or already in a PDF, hopefully, inputting them into Excel, arranging them based on the significance of the cost center. I mean, there's just so many tasks, I don't know what to say. Exhibition logistics, the process is so varied depending on what the thing is. I mean, am I getting, you know, a quote for a floor buffer? Am I getting quotes for podiums? Am I looking through ArtLogic, our database, to see which pieces fit in our elevator? Am I visually arranging things on the floor? Am I looking at maintenance guides for pieces to make sure that we have sales materials? There really, there's no specific process, it's just so dependent.","I don't. I have no idea how AI could be used in our workflow. I don't think it has a place in our workflow, I'll be honest. Our team, the few times we have used AI, it has been as a joke in order to maybe come up with names for exhibitions. So kind of like as a prompter for the brain. But there's no place for AI in my workflow. At all.",Prolific
116ed610-3f2f-4fa9-a7a3-5d0c5258d84d,Document Management Specialists,Male,White,86K-165K,18,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,83709,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"I'm a technical editor. I proofread, review, edit the content of instructional designers, in-person for in-person training, online training, computer-delivered training, and for some of the marketing materials as well. It's similar to being a technical writer. As a matter of fact, I edit some of the work of technical writers.","So, each day I will get some number of new projects to work on. Some of them take multiple days, some of them take just a matter of minutes, and they could be Word documents, they could be in different electronic formats, it could be in an online learning management system, and my job is to go through and apply the standards, the corporate standards to them for formatting, presentation, voice, as well as look at the grammar and organization and make any suggestions for the appropriate content level. A lot of the authors, English isn't their first language, so there's some work to do there.","The software tools I use, a lot of it is Microsoft Word. Some of it is the Intellim software, which is Evolve. That's where I do most of the editing for the learning management system. I'll get things in PDF sometime. There's even some things that are stored in Excel spreadsheets. We used to use Madlib. Is that Madlib? We used to use a different text format as well.","Okay, the three tasks that I spend most of my time on, one would be editing. So I'll take the source format, whether it's a text file, Word document, Excel document, or something in Evolve, and I will go through and make all the edits. We use our tracking software, which is either going to be JIRA or Smartsheet, so that the author can see it. And then there's probably some back and forth between the author and the editor. When that's done, it'll go to whoever it needs to for publishing or the media group for creating a video. Second biggest task would be, you know, like reporting on my daily activities, what I've been working on, what I'm doing. The third biggest task is probably like internal projects, like maintaining the style guide, answering questions, that type of thing.","So, AI and my daily workflow frightens me because there already is AI that can do quite a bit of grammar checking, proofreading, authoring. I spent many years as a technical writer, and we'll probably go back to it. And this is an area where I think that AI may take a lot of jobs. So, it could probably handle the workflow, you know, from receiving something to be edited to sending it back, yeah.",Prolific
a8a212d5-3bf3-4674-90c6-ba69a1f59fa3,Librarians and Media Collections Specialists,Female,White,60-86K,37,Master’s Degree,More than 10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Never,Never,Never,Never,Never,Never,"I spend about half of my day each day on a public service desk helping patrons who come in from the public do various tasks. Most of their questions have to do with technology, so I assist them with printing and computer use. I also place holds on books and locate materials for people. I schedule for my location and I process materials that are moving between branches.",I develop a schedule for three public service desks. I supervise seven employees. I do some continuous learning and trainings on various topics. I help materials move from one area to another. I pull requested materials and check them out to patrons as needed.,"I use our ILS in order to complete most tasks at work, including check-in, check-out, holds, transfers, things like that. I also use our scheduling software, which is probably the second most common software tool that I use. I also use some ordering software to create lists of titles to be added to the collection.","For scheduling, I first make sure that the shifts are set up in the configuration that I want them, and I assign an employee or two to each shift as a favorite, and then I run the auto-scheduler to populate the different shifts with the favorite employees to work them. For my second task, which is ordering, I go through review websites, Edelweiss, NetGalley, publishers, newsletters, and review journals to locate titles, which I then place into a spreadsheet. The spreadsheet I reference when I'm ordering for a specific time period, and I place the selected titles that I evaluate based on reviews into a list, and then I mark that off on my spreadsheet. My third task, which would just be working on the public service desk in general, I basically wait for patrons to approach and ask me a question, or ask for assistance doing something in particular. I'll also be watching for patrons who look like they may be in need of assistance, and I will offer that to them.",I don't think that I would use AI very much in my daily workflow. I've tried to use it for compiling lists for ordering and found it to be unreliable because it just makes things up. So I have difficulty trusting it. I feel like the other tasks that I perform have to be done by a human in person because it has to do with someone asking me questions that then I need to respond to in the moment and help them fill that information need.,Prolific
a717c07b-8f6b-4527-a9e3-7a131da1bc04,Freight Forwarders,Female,White,86K-165K,35,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,70360,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,I work in cargo planes for a large freight forwarding company.,"I process claims for customers who have either lost, shortage, damaged freight. I handle cargo claims, so I look at invoices, I look at pictures, I look at claim forms, any information that would be pertinent to the claim. So I am in the claims department and that's the process that we go through whenever a customer either loses, has a misdelivery, has damaged freight, so we handle those situations.","So we use Microsoft Word. We used Microsoft Edge, Google Chrome. One of our softwares are AS400. So it's a data system. We use that for our cargo claims, for researching and booking shipments. We use a WebEx for internal chats. We use Microsoft Teams. I'm trying to think of what other softwares that we use, but those are the main ones that we use.","My main tasks, so I investigate cargo claims, I look at claim forms, photos, invoices, anything that's pertinent to the claim investigation process. I get with terminals if need be, I contact customers if need be, that's one of the tasks that I do. Another task I filter through my inbox because, you know, we have so many emails every day, so using our inbox, you know, we get to communicate as well with terminals and customers. Another thing we do, we act as mentors for people that are entry level, so we just help them and guide them in, you know, whatever they may need. So it's kind of a, it's a busy day, you know, working your own desk, but then also helping others under you with their problems that they may have.",I actually use AI right now in my daily role when especially whenever I am typing up a letter to a customer I'll use AI and smart text so that way my letters can generate different wording than what I would actually think of so I think and I think AI would actually be beneficial to my department because with the right information if the AI can review what the customer is actually submitting that can approve the claim itself or decline the claim based on lack of evidence or approve the claim based on pertinent evidence,Prolific
4e43f51a-f446-441b-a523-3e8b0607550b,Transportation Planners,Male,White,86K-165K,60,Bachelor’s Degree,More than 10 years,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,I take orders for picking up boats and then I pick boats up and I transport them from either marine yards or to home yards or to stockyards.,"My tasks include picking up boats, blocking boats, dropping boats off, delivering boats by water, by land, taking customer orders for picking up boats, and then dropping the boat, making sure that the boats were dropped off and picked up the way they were supposed to be.","The tools I use are trucks, trailers, jacks, straps, shrink wrap, things like that, blocks of wood. I'm going to start with a piece of wood. ","First I'll get an order to pick up a boat. I'll find out where the boat needs to be picked up and where the boat needs to be delivered. Then I'll go pick up the boat and take the boat to where it needs to go, whether it be dropped in the water or it need to be blocked up on blocks on land.","I really don't envision AI in the marina business as far as what I do. There could be applications somewhere in the future for it, but at this time I don't. It's more physical labor than it is mechanical.",Prolific
9dac677a-bbad-4992-97b0-9df71434caa6,Civil Engineers,Female,White,60-86K,29,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,75771,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"My day-to-day work day consists of going to work, logging into microstation, and designing roadways and drainage systems for roadways, and that is pretty much it.","The tasks that I typically do for work are a lot of drainage calculations. I do drainage area maps, calculate the time of concentration in order to calculate the flow of a drainage area in order to figure out how big a culvert needs to be under a roadway. Lately I've been doing more roadway design also.","My company works a lot with the Texas Department of Transportation and so we use MicroStation for our design work. I also use HY8, HEC HMS, and HEC RAS for drainage design. Our 3D work is done in open roads.","My first task that I spend most time on is drainage design. I make a drainage area map, calculate the time of concentration, put that into HeckHMS to get my design flows and then put those design flows into a HeckRAS to design a correct culvert for under a roadway. My second most performed task would be creating plan sets for small roadway projects. I do everything from plan and profile sheets to SW3P sheets. And my third thing that I do is a lot of paperwork for bridge inspections.",I envision using AI as part of my daily workflow if I have a question about how to design something or also when I'm writing reports for drainage for help wording something or something like that.,Prolific
85a5aa82-6d7c-4987-b101-782209add5f5,Public Relations Specialists,Male,Black,0-30K,35,High School,3-5 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,72204,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,I am a cook at a shark restaurant. I cook food.,Prepare food and make sure that the customer is satisfied with what they have ordered.,"I use a cooking utensil, an oven, and I use a big fryer.","I clean when I'm done, and I make sure everything is clean.","I don't know, maybe it would help, it's better if you don't touch your feet.",Prolific
e3a85263-d17e-4c78-8379-525aad4afce9,Transportation Planners,Male,Black,86K-165K,36,Associate Degree,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,19020,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Daily,Never,Never,Never,"I am the Director of Human Resources at my job, and what I do is I handle all things employee related from health benefits to payroll. I am the man to come see if you have any complaints, if there's anything that there's a problem with, anything to do with employees, I'm the person to come see.","I choose what kind of health benefits will be used at the job. I mean, literally, I select the vendors. I handle all things from maternity leave to sick leave. I am the go-to person for all employees, period.","I use tools like Bamboo, HR, to keep track of things like hours and days so I can see who's consistently been coming to work, doing their jobs, and who hasn't. Also use tools like that to keep the medical insurance in an organized manner. This way the employees can go on and they can select the type of benefits that they need for their families.","Well, I mean, as far as goals of choosing vendors, it's really about the needs, about the needs and wants of our employees, because that's what I go based off of. I don't go based off of what's going to be the cheapest for us, you know, the most cost efficient. I go with the benefits that our employees will need and that they will use and that will help them achieve what they want to achieve for them and their families.","I use AI on a daily for things like, um, I do things like, um, um, I'm sorry, excuse me. I do things where I have to send out, um, company-wide, um, emails and things like that. And I usually, uh, I use, uh, I use, I use AI to help me, uh, word it better, put things, put the, put words together better. And so they make sense for everybody.",Prolific
040cc8f8-caaa-445c-96e0-2cb6221ca92d,Transportation Planners,Male,White,30-60K,30,High School,3-5 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"What are you doing over there? Seeing what this was, it won't let me do it, oh maybe, oh.","This damn thing don't work, what the fuck, I just can't get it to work, what the fuck.","This shit here, ain't even, huh.",I can not get it to work.,"Never change, not at all.",Prolific
5c022953-7447-43d3-ab36-9204ef894be9,Transportation Planners,Male,White,30-60K,51,High School,1-2 year,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,66212,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Daily,"I work for an auto auction in the CRC department, and when the trucks of cars come in, we check the cars in, tag them, put them into the system, and then move them down to the reconditioning center where they're prepared, cleaned, all the trash taken out, and get ready for the auction on Thursdays, every Thursday, on a weekly basis.",I use a small handheld computer device to scan the VIN numbers on the cars and check them into our system. Then I use a pencil crayon and write things on the window so the detail shop knows what needs to be done and where the car needs to go and I help move them down to where the reconditioning center is.,"I use a small handheld device that's connected to our internet on the lot and connected to our computer system. We log the cars in by scanning the VIN number and making sure that it goes into the system and that besides the paperwork we sign that the car has arrived and is in our system. I use it multiple times a day, probably at least 30 or 40.","It's the same process every time I check a car in, I find it on the paperwork and scan the QR code on the paperwork and then I scan the VIN number on the car and check it into our system. It's the same process every time.","We don't have any AI system implemented at the current time, but I could see it coming in the future. It would be nice, it would help the flow and if someone calls in or if we're shorthanded, if we had some sort of AI system, it would help a lot because we have trailers of cars constantly coming on a Monday through Friday basis.",Prolific
1f7b3bf4-d6d1-4c7d-b466-f5071cc5f971,Network and Computer Systems Administrators,Male,Other,86K-165K,60,Associate Degree,More than 10 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,95818,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Monthly,Monthly,Never,Monthly,Weekly,"I am the IT enterprise architect. I'm the subject matter expert that works directly for the CTO. Any large-scale projects that the department or the organization gets involved in, I get the final say on whether we should move forward or not. I'm also the sounding board for all the different levels of deployment, whether it's software, hardware, cloud, on-prem, client, server, and I give the nod to everything that goes into production. Nothing goes into production without my signature.","For the past year, I've been working on a project that involves taking all 32 of our enterprise applications and rolling them into a single solution. For that, we are leveraging Salesforce, Databricks, Workday Mulesoft with one or two other applications to come up with a single platform for all of our departments. Each department is tasked with keeping track of recycled goods intake and also payments for goods that are recycled, whether it's bottles, cans, mattresses, oil, whatever it might be. So it's a pretty large project. It will run about three and a half to four years total. We're about a year and a half into it now. So lately, I sit in a lot of meetings, and I act as the guardrail for the project. Everything from initial requirements gathering to working with the department SMEs, coming up with user stories, UX design,  just about everything. So lately, I've just been sitting in a lot of meetings.","For the project itself, we're leveraging Microsoft Project, Microsoft Teams, we're an O365 / Microsoft shop. We're leveraging Azure on the back end for our Cloud. We don't require GovCloud access, so Amazon's not really a big player in this solution. Basically, the Office Suite and Microsoft Project for now. I did take Databricks, MuleSoft, and Salesforce classes, so that I get a better understanding of how everything interchanges with each other.","For the most part, I do the sanity check for requirements and current design against our proposed solution. I also make sure that the SMEs and department heads understand that we are going to have some limitations. I make sure that when  they walk us through the processes that they stick to what they're doing, not what they want to be doing. What they want to be doing is a different thing altogether, so I make sure that we get everything that we need when we need it. Whenever we have a requirements document or a user story or any kind of documentation that keeps track of the project itself, I have to give sign-off and approval. Again, that's done through Microsoft Office. We're using Adobe to do the electronic signatures and that sort of thing.","I use it to a small extent now because I don't have a full grasp and understanding of the products that we're combining to roll out the solution. AI is good for me to ask quetions on just how Mulesoft and Salesforce work together, the API's involved etc. I don't use it a lot. If I'm in a pinch for time, I will use it to create executive briefs so that we can take the large amount of information and technical jargon and boil it down to something that an executive can read, usually within three to four lines. I like to keep it to a single paragraph for our presentations to upper management.",Prolific
0b7f34e1-5cb3-41f8-a5bc-6cb4b5ca629a,Human Resources Managers,Male,White,86K-165K,45,"Doctorate (e.g., PhD)",More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,06112,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Monthly,Monthly,Monthly,"As a human resource manager, my role involves overseeing the people-related functions of a company. My responsibilities typically include hiring employees and managing employee relations, ensuring compliance with labor law, overseeing benefits and compensation, and developing invoices that support a positive work environment.","Being a company member? My job also to handle the performance management, training, and development, and conflicting solutions, and work with schedules to ensure employee satisfaction and organization success. My job is to balance the needs of positions of the company and staff and employees while fostering a productive and engaging work place.","As an HR manager, I use various tools to streamline my work. Key software includes HRMS or HRIS like Workday or BumperHR for employee management, payroll benefits tools, and usually I use ITS like Greenhouse or ICIMS.","As an HR manager, I focus on recruiting and hiring employee relations and performance management. For recruiting, I post jobs, screen candidates, conduct interviews, and manage onboarding. In employee relations, I handle concerns by listening, mediating, and ensuring fair resolutions for performance management. I set goals, oversee evaluations, and provide training and development opportunities.","As an HR manager, I use EI to streamline tasks like recruiting web, EI board, ETS screens, resumes, and schedules interviews. In employee relations, EI tools analyze their feedback and assist with HR inquiries. For performance management, EI tracks progress and suggests training.",Prolific
5ee3c238-1249-463b-91d2-f629ebecd2db,Civil Engineers,Male,White,86K-165K,35,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Weekly,Monthly,Never,Never,Never,Weekly,"My day starts by waking up, getting into work, checking my email to make sure that there's no hot items. If there's something that's hot, I will get an answer for that to keep the work going in the field. After that, I'll go through check designs, make sure that there's no missing information, and answer RFIs throughout the day, wrap it up with any meetings that might happen, and probably a field walk.",Tasks that I typically do include answering RFIs and design meetings to make sure that everyone is coordinated and on the same page. I'll do any meetings with contractors that I need to after that to make sure that the construction is going according to the drawings and any OAC meetings and in between that I'll do design and answer RFIs to continue work in the field.,"There's a few different pieces of software that I use. The most versatile one right now would be Bluebeam since I can quickly draft something up and get my point across to architects, engineers, and contractors. I also use AutoCAD 3D in order to do designs.","The easiest way to answer an RFI is to see what their question is and any pictures that they have and then go back to the design. If the design has missing information, then I complete it. If it's there, then all I do is answer the question and send it back to the contractor so they can close out the RFI.",I'm not necessarily sure how AI can help except for drafting emails and I still need to edit them to make sure that the intent is correct. I also think that they could probably use it for analyzing missing details on drawings and references.,Prolific
9072a21c-bcac-4c57-a9c9-abb87ac3ae16,Information Security Analysts,Male,White,60-86K,36,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,,"I am a customer relations expert in my company. I help resolve issues between customers and my company. I've been doing this for a very long time, and I'm a senior manager in this. So basically, I'm a customer relations manager expert. I will resolve issues not on desk. I actually manage issues my underlines kind of manage and all. That should be it. Thank you.",,,"I already use AI in my daily workflow, in my company I have an access to paid AI, I don't want to mention the name, I make use of AI for my daily workflow, that's it.",Prolific
38550e8c-47a4-4439-89a1-e5d16e93a44a,Bioinformatics Scientists,Male,White,60-86K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,55419,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Monthly,Weekly,Weekly,Never,Never,Never,Never,"Yeah, so basically what I do for work is testing of different microbials on different types of injectables, topicals, oral medications. So a bit of bio, definitely heavy on the bio side, a little bit on the technology side. But yeah, that's basically what I be doing for work.","Yeah, so in general for work, I would say a lot of it is really day-to-day dependent. Spend lots of time doing my physical testing, spend a decent amount of time doing my documentation. And day-to-day really varies, can be in multiple different areas at once, working with chemistry, working with the microbiology aspects, working on technology aspects, and so on.",yes I would say heaviest usage frequency is our technical data storage we do all that through online data storage secured sites just because it's regulated through the FDA and through ISO as well as tools I use a lot of different lab tools so pipettes pipetters cell spreaders plating titrations different acids different bases that'd be mostly the basics,"Yeah, so I'd say the three tasks I spend most of my time on are doing the QC testing, and walking through the process of completing that would be starting documentation, examining the products, running the physical testing. I'm not going to go into the physical running of that, just based on it being confidential data. Other tasks I do, working on chemistry testing, similarly I'm not going to share individual processes, but it follows very general guidelines through USP, FDA, ISO testing. And then for the third task, I would say doing a lot of documentation and technology-based documentation. So going through our technology database and documenting in a very formal way.",So AI usage in our daily workflow is pretty simple. We use it to cover a lot of our meetings. So anything stated in the meetings is better documented and then condense in an easy format to read. We have a lot of meetings day to day so the condensing of this is really important because you can't make it to every single meeting and do all your lab work. And so being able to read that meeting that maybe took an hour hour and a half and read it in a process of 15 minutes because it has that AI condensation is really important.,Prolific
89e16596-d5d3-4928-8f13-74810db319d3,"Computer, Automated Teller, and Office Machine Repairers",Female,White,86K-165K,44,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,I am an IT director. I work with a team of 11 people who perform all of the IT functions for our company. We also work on developing new products and we work on integrating AI systems into our new software for our company.,The tasks we typically do are we are currently integrating AI systems into the new software for our company. We are also developing new technological products for businesses and clients.,We are currently using an AI system that we are developing ourselves within our company. And we are also using other software such as ChatGPT for customer service needs and for also writing summaries and emails within the company.,"To get the top 3 tasks done within our company, we all meet as a team, the whole IT team, and we collaboratively develop new products. We come up with prototypes for products, and we also collaboratively develop AI systems. We work to integrate the systems into the software for our company.",We proactively work AI systems into our daily routine. We are currently developing new and upcoming AI that we integrate into our current systems on a daily basis.,Prolific
37194fb0-4583-4a89-851a-baf44e52d2be,Logistics Analysts,Male,Black,30-60K,36,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,"Well, my work consists of me being a yard switcher for FedEx Ground and FedEx Ground basically what I do is I drive a switcher truck and what I do is go out into the yard and pick up the assigned trailer, either a 28 or a 53 foot trailer. I get that trailer with the switcher truck, I bring it to an open bay door where there are package handlers that will unload these loaded assigned trailers and as soon as those trailers are unloaded I then take those trailers back out into the yard but generally I drive those trailers to the bay doors, back them up with the switcher truck and then after that I will release that trailer until that trailer is done and then I will go on ahead and I will pick up that trailer as soon as it is unloaded.",Well basically the tasks I do as a yard switcher at FedEx Ground is generally I always first thing in the morning see if my switcher truck is filled with gas if it's not I go to the gas station on the grounds and fill the truck up. I also ensure that it the tires are fully inflated. I make sure that I can turn the switcher truck on. I ensure that everything is okay the mirrors are okay and that it is drivable and that I can drive it reverse it and drive forward. As soon as I do that I then go and see which trailers that we have on our list that are assigned to us and I then proceed to find those trailers and then I load those trailers onto the open bay doors and it's not just me I also have two assistants that will help me load those doors up when they arrive and as soon as they arrive they do the same thing that I do and then after they are here they they load those trailers up on those bay doors and after that we just wait for the day to start.,"Well, the tools that I use are of course the switcher truck, generally a Calmar switcher truck and we also use a keypad known as the manifest. We are able to log into this manifest system and we use that so we can either find the trailer that we're looking for on the yard using a map. We look up the trailer number and we're able to find out everything about that trailer whether it's a 28 or 53 footer, whether it's a pure FedEx trailer or another yard's trailer. We're able to figure out how many packages are in there, what's it weigh, every single thing about it and it is a great tool to use. We also have of course our work gloves that way we won't have to, you know, just touch the glad hands we use to hook up the trailers to produce air so they'll move. And most of the times those glad hands are very dirty so that's a good way of keeping your hands clean. And we also have a gas card that we're able to use whenever the gas tank is low we're able to fill that up and proceed with our work.","Basically, my process of completing those tasks are to do a pre-trip inspection of the switch truck, examining everything that is right and wrong, and then just tabulating that down. And then once that's done, I get in the switch truck, put on my seat belt, turn on the switch truck, make sure it's running. And as soon as I then do that, I will then log into my tablet, into the manifest, in my printed sheets that I printed out to ensure that I had all the assigned trailers. I will then look up what I need to put on the door. I will look up where it is, and I will then proceed to drive and pick it up. And as soon as I pick it up, I hook it up, put the glad hands on the trailer air supply, do a couple of pumps of air, and then just to get them ready. And then after that, I'm able to move them to and from where I need them to go. And then as soon as I do that, I will proceed to either back the trailer up to the bay door. And if the bay door is already filled, I will then proceed to drive that trailer to the first row and plant that. Generally, those moves either take five, three to five minutes each. And with all the doors that we have to fill up, about 14 doors we have to fill up, that usually takes us about maybe 30 minutes to an hour to fill. As soon as those are filled, I will then just we'll all wait until the day starts and the package handlers unload those trailers.","Well, right now we're actually using AI in our work for right now we have AI in our cameras and our cameras are used just to ensure that we're doing our part and doing everything to do our job safely. It watches us and it tells us in case we run a stop sign, or we don't have our seat belts on properly it will let us know to remind us to do the job that we need to do is pretty swift on that, and it will not hesitate to remind us what we're doing.",Prolific
00271308-0598-429d-ac98-81a16d041ede,Civil Engineers,Male,White,209K-529K,29,"Professional Degree (e.g., MD, JD)",6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Weekly,"Yeah, basically, as a civil engineer, I'm working for an engineering firm. We take projects, we take all kinds of projects, building construction, we take road construction, we also take bridges construction. So, we have laborers that work together, we work hand in hand. It's actually a work that I enjoy doing. I developed interest in sky from a very young age. So, you know, I basically work on sites and away from site as well. So, it has been a very nice memory up to now. So, that's it.","Yeah, my work actually, you know, once my company actually takes a project, they bring it out to me, they let me know how they want it to be done. So, you know, I sit myself down, I think through, then I bring up a solution, I bring up a way that will be most effective. I'll take out all factors, I make assessments, then I give the company-based solution.","I basically make use of the AutoCAD majorly, you know, to carry out the structure we want to work on. So that is the major tool I use, AutoCAD. So it helps make my work easier, I can now plan the analysis and everything I'll be needing for the project on it.","Okay, the process is actually not that deep. First, when I receive the project from the organisation, I first think through and assess it. Then, you know, I put all factors into consideration. If it will be the stress of the building, how to lay the foundation, if it were to be the bridge, I put all factors into consideration as well.","I think the use of AI will be very effective. Most importantly, it will make the work easier and let me say more efficient. So I think very great of it, you know. I feel our field now uses AI, which is of help to the world, the developing world. So yeah, I would like to have an experience of that.",Prolific
f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,Computer User Support Specialists,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,,"I am basically the tech problem solver. I troubleshoot computer issues from software glitches to hardware malfunctions. I help users with everything from password reset to setting up new equipment. I install and configure software, maintain systems and provide technical assistance, especially when there is a need to run jobs smoothly for everyone so everyone can do their jobs.",,,"AI is a big part of my daily workflow. I use artificial intelligence in almost everything I do daily, from research to troubleshooting and configurations of computer systems. Basically, AI is a big part of my workflow.",Prolific
1b4430e3-a952-4a85-8180-f4b402ec13d5,Human Resources Managers,Female,Black,60-86K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,20103,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Never,"Yeah, so what I basically do day-to-day at work is to supervise work. I supervise my employee, listen to their complaints and reach out. I'm like a middleman between the complain and the employees and they report to me what they feel might be done, probably what they are going through in the company now. I feel that's what my day-to-day work looks like.","Yeah, I write reports. I write reports. I listen to employees complain and I answer.","Yeah, I feel the software for this survey is actually like a nice one, it's a one built like with a very high speed programming and the speed is very very okay and I actually look forward to like having more of this study, having more of this software, more of this tool.","Um, okay, the first thing I did was to read the instruction and after reading the instruction I, um, I clicked on the recording icon and then I recorded. After recording, um, I stopped recording and then I transcribed it. After transcribing, I moved to the next question.","I feel using AI for our daily workflow, we are trying to help a lot in like many ways and make our work more easier like this. I'm like speaking and then it's transcribing, typing instead of going to like the stress of typing, just talk and then get your work done.",Prolific
