Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
19601,Aerospace Engineers,"Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions.",PurpleBear,2025-04-10,2.0,4.0,3.0,4.0,3.0,5.0
19607,Civil Engineers,Design energy-efficient or environmentally sound civil structures.,PurpleBear,2025-04-10,4.0,1.0,3.0,4.0,2.0,3.0
20854,"Energy Engineers, Except Wind and Solar",Identify and recommend energy savings strategies to achieve more energy-efficient operation.,PurpleBear,2025-04-11,3.0,2.0,3.0,3.0,2.0,3.0
21985,Electrical and Electronic Engineering Technologists and Technicians,"Select electronics equipment, components, or systems to meet functional specifications.",PurpleBear,2025-04-11,3.0,2.0,3.0,3.0,3.0,3.0
21937,Architectural and Civil Drafters,Prepare colored drawings of landscape and interior designs for presentation to client.,PurpleBear,2025-04-11,4.0,1.0,2.0,3.0,3.0,2.0
16517,Robotics Engineers,Process or interpret signals or sensor data.,PurpleBear,2025-04-11,4.0,2.0,2.0,3.0,1.0,2.0
21968,Electrical and Electronics Drafters,Plot electrical test points on layout sheets and draw schematics for wiring test fixture heads to frames.,PurpleBear,2025-04-11,4.0,1.0,2.0,3.0,2.0,2.0
1460,Mechanical Drafters,"Shade or color drawings to clarify and emphasize details and dimensions or eliminate background, using ink, crayon, airbrush, and overlays.",PurpleBear,2025-04-11,4.0,3.0,1.0,2.0,1.0,3.0
21918,Architectural and Civil Drafters,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",PurpleBear,2025-04-11,3.0,2.0,3.0,3.0,2.0,3.0
16407,Fuel Cell Engineers,Provide technical consultation or direction related to the development or production of fuel cell systems.,PurpleBear,2025-04-11,3.0,1.0,2.0,4.0,5.0,3.0
1476,Mechanical Engineering Technologists and Technicians,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",PurpleBear,2025-04-11,4.0,2.0,2.0,3.0,4.0,2.0
16481,Mechatronics Engineers,"Design mechatronics components for computer-controlled products, such as cameras, video recorders, automobiles, or airplanes.",PurpleBear,2025-04-11,3.0,4.0,3.0,4.0,4.0,4.0
22083,Mechanical Engineering Technologists and Technicians,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",PurpleBear,2025-04-11,3.0,1.0,2.0,2.0,5.0,2.0
16514,Robotics Engineers,"Document robotic application development, maintenance, or changes.",PurpleBear,2025-04-11,3.0,2.0,1.0,2.0,2.0,2.0
18139,Validation Engineers,Resolve testing problems by modifying testing methods or revising test objectives and standards.,PurpleBear,2025-04-11,3.0,2.0,3.0,3.0,3.0,4.0
21961,Electrical and Electronics Drafters,Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,PurpleBear,2025-04-11,3.0,3.0,2.0,2.0,1.0,3.0
2520,Payroll and Timekeeping Clerks,"Record employee information, such as exemptions, transfers, and resignations, to maintain and update payroll records.",BrownFox,2025-04-15,4.0,2.0,2.0,3.0,5.0,2.0
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",BrownFox,2025-04-15,5.0,1.0,1.0,1.0,3.0,1.0
2491,"Bookkeeping, Accounting, and Auditing Clerks","Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",BrownFox,2025-04-15,4.0,2.0,2.0,3.0,4.0,2.0
8153,Brokerage Clerks,"Verify ownership and transaction information and dividend distribution instructions to ensure conformance with governmental regulations, using stock records and reports.",BrownFox,2025-04-15,4.0,3.0,3.0,5.0,5.0,3.0
9741,"Eligibility Interviewers, Government Programs","Prepare applications and forms for applicants for such purposes as school enrollment, employment, and medical services.",BrownFox,2025-04-15,4.0,2.0,2.0,4.0,3.0,2.0
4059,Film and Video Editors,Program computerized graphic effects.,BrownFox,2025-04-15,5.0,1.0,1.0,3.0,4.0,2.0
741,Travel Agents,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",BrownFox,2025-04-15,5.0,1.0,1.0,1.0,5.0,1.0
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",BrownFox,2025-04-15,5.0,1.0,1.0,2.0,5.0,1.0
4626,Telemarketers,Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,BrownFox,2025-04-15,4.0,2.0,2.0,3.0,5.0,2.0
23209,"Securities, Commodities, and Financial Services Sales Agents","Inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.",BrownFox,2025-04-15,5.0,1.0,1.0,4.0,3.0,1.0
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",550_b,2025-04-29,1.0,1.0,2.0,3.0,5.0,2.0
9755,Reservation and Transportation Ticket Agents and Travel Clerks,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",550_b,2025-04-29,5.0,1.0,1.0,2.0,3.0,1.0
12958,Social Science Research Assistants,Edit and submit protocols and other required research documentation.,300,2025-04-29,4.0,2.0,4.0,5.0,3.0,3.0
22420,Librarians and Media Collections Specialists,Locate unusual or unique information in response to specific requests.,300,2025-04-29,3.0,3.0,2.0,4.0,2.0,4.0
19054,Judicial Law Clerks,"Verify that all files, complaints, or other papers are available and in the proper order.",300,2025-04-29,3.0,2.0,4.0,4.0,3.0,5.0
12952,Social Science Research Assistants,"Prepare, manipulate, and manage extensive databases.",300,2025-04-29,3.0,1.0,3.0,4.0,1.0,4.0
2589,Customer Service Representatives,Compare disputed merchandise with original requisitions and information from invoices and prepare invoices for returned goods.,550_b,2025-04-29,5.0,1.0,1.0,2.0,2.0,1.0
2712,Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.",550_b,2025-04-29,4.0,1.0,2.0,2.0,1.0,2.0
2702,"Human Resources Assistants, Except Payroll and Timekeeping",Provide assistance in administering employee benefit programs and worker's compensation plans.,550_b,2025-04-29,4.0,1.0,2.0,4.0,4.0,1.0
9240,"Title Examiners, Abstractors, and Searchers","Obtain maps or drawings delineating properties from company title plants, county surveyors, or assessors' offices.",300,2025-04-29,2.0,4.0,3.0,3.0,5.0,5.0
9242,"Title Examiners, Abstractors, and Searchers","Summarize pertinent legal or insurance details, or sections of statutes or case law from reference books for use in examinations or as proofs or ready reference.",300,2025-04-29,4.0,1.0,4.0,4.0,1.0,2.0
12972,Social Science Research Assistants,Track laboratory supplies and expenses such as participant reimbursement.,300,2025-04-29,4.0,2.0,3.0,2.0,3.0,3.0
16991,Remote Sensing Technicians,Integrate remotely sensed data with other geospatial data.,300,2025-04-29,2.0,1.0,5.0,5.0,1.0,5.0
22409,Librarians and Media Collections Specialists,"Review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",300,2025-04-29,2.0,2.0,3.0,3.0,3.0,3.0
2693,"Human Resources Assistants, Except Payroll and Timekeeping",Gather personnel records from other departments or employees.,550_b,2025-04-29,5.0,1.0,1.0,2.0,1.0,1.0
9758,Reservation and Transportation Ticket Agents and Travel Clerks,Examine passenger documentation to determine destinations and to assign boarding passes.,550_b,2025-04-29,5.0,1.0,2.0,2.0,2.0,1.0
16974,Quality Control Analysts,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",300,2025-04-29,4.0,1.0,3.0,3.0,2.0,2.0
16993,Remote Sensing Technicians,Develop or maintain geospatial information databases.,300,2025-04-29,2.0,3.0,4.0,4.0,1.0,5.0
1688,Library Technicians,"Reserve, circulate, renew, and discharge books and other materials.",300,2025-04-29,3.0,4.0,2.0,2.0,3.0,2.0
22427,Librarians and Media Collections Specialists,"Compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",300,2025-04-29,3.0,1.0,2.0,2.0,1.0,3.0
1689,Library Technicians,Enter and update patrons' records on computers.,300,2025-04-29,4.0,2.0,2.0,1.0,3.0,2.0
2643,"Library Assistants, Clerical",Enter and update patrons' records on computers.,300,2025-04-29,4.0,2.0,2.0,1.0,3.0,2.0
22416,Librarians and Media Collections Specialists,"Code, classify, and catalog books, publications, films, audio-visual aids, and other library materials, based on subject matter or standard library classification systems.",300,2025-04-29,3.0,2.0,2.0,2.0,1.0,2.0
9234,"Title Examiners, Abstractors, and Searchers","Examine individual titles to determine if restrictions, such as delinquent taxes, will affect titles and limit property use.",300,2025-04-29,4.0,1.0,3.0,5.0,1.0,2.0
12962,Social Science Research Assistants,Perform data entry and other clerical work as required for project completion.,300,2025-04-29,4.0,3.0,2.0,1.0,1.0,3.0
3641,Environmental Engineering Technologists and Technicians,Maintain project logbook records or computer program files.,400_b,2025-04-29,4.0,4.0,4.0,3.0,1.0,2.0
21981,Electrical and Electronic Engineering Technologists and Technicians,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,400_b,2025-04-29,4.0,2.0,3.0,3.0,3.0,2.0
151,Civil Engineers,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",400_b,2025-04-29,3.0,3.0,5.0,4.0,3.0,4.0
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",BlackDeer,2025-04-15,5.0,4.0,5.0,5.0,4.0,5.0
23316,Insurance Claims and Policy Processing Clerks,Transmit claims for payment or further investigation.,BlackDeer,2025-04-15,4.0,5.0,4.0,4.0,3.0,4.0
16516,Robotics Engineers,Create back-ups of robot programs or parameters.,PurpleBear,2025-04-17,3.0,2.0,1.0,2.0,1.0,3.0
21922,Architectural and Civil Drafters,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",PurpleBear,2025-04-17,3.0,1.0,2.0,2.0,3.0,3.0
1393,Industrial Engineers,"Recommend methods for improving utilization of personnel, material, and utilities.",PurpleBear,2025-04-17,3.0,2.0,3.0,3.0,3.0,3.0
3658,Environmental Engineering Technologists and Technicians,"Develop work plans, including writing specifications or establishing material, manpower, or facilities needs.",PurpleBear,2025-04-17,3.0,1.0,2.0,2.0,3.0,3.0
16439,Automotive Engineers,"Design control systems or algorithms for purposes such as automotive energy management, emissions management, or increased operational safety or performance.",PurpleBear,2025-04-17,2.0,2.0,4.0,4.0,2.0,4.0
1395,Industrial Engineers,"Apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards.",PurpleBear,2025-04-17,3.0,1.0,3.0,2.0,2.0,2.0
21051,Validation Engineers,Study product characteristics or customer requirements to determine validation objectives and standards.,PurpleBear,2025-04-17,3.0,1.0,2.0,2.0,2.0,3.0
151,Civil Engineers,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",PurpleBear,2025-04-17,4.0,1.0,2.0,2.0,2.0,2.0
21960,Electrical and Electronics Drafters,Generate computer tapes of final layout design to produce layered photo masks or photo plotting design onto film.,PurpleBear,2025-04-17,4.0,1.0,1.0,3.0,1.0,2.0
3588,Petroleum Engineers,Write technical reports for engineering and management personnel.,PurpleBear,2025-04-17,4.0,1.0,2.0,3.0,3.0,2.0
16433,Automotive Engineers,Conduct automotive design reviews.,PurpleBear,2025-04-17,2.0,2.0,4.0,4.0,3.0,4.0
7391,Computer Hardware Engineers,Update knowledge and skills to keep up with rapid advancements in computer technology.,PurpleBear,2025-04-17,3.0,2.0,2.0,3.0,3.0,3.0
1477,Mechanical Engineering Technologists and Technicians,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing.",PurpleBear,2025-04-17,2.0,1.0,2.0,3.0,4.0,3.0
16436,Automotive Engineers,Alter or modify designs to obtain specified functional or operational performance.,PurpleBear,2025-04-17,3.0,2.0,3.0,4.0,3.0,3.0
22078,Mechanical Engineering Technologists and Technicians,"Design specialized or customized equipment, machines, or structures.",PurpleBear,2025-04-17,2.0,4.0,2.0,3.0,2.0,5.0
21981,Electrical and Electronic Engineering Technologists and Technicians,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,PurpleBear,2025-04-17,3.0,1.0,4.0,3.0,2.0,2.0
16468,Mechatronics Engineers,Maintain technical project files.,PurpleBear,2025-04-17,3.0,1.0,2.0,2.0,3.0,2.0
1455,Mechanical Drafters,"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",PurpleBear,2025-04-17,2.0,1.0,1.0,2.0,1.0,2.0
18182,Manufacturing Engineers,Prepare reports summarizing information or trends related to manufacturing performance.,PurpleBear,2025-04-17,4.0,2.0,2.0,2.0,3.0,2.0
16353,Radio Frequency Identification Device Specialists,Provide technical support for radio frequency identification device (RFID) technology.,PurpleBear,2025-04-17,3.0,3.0,3.0,3.0,5.0,3.0
16469,Mechatronics Engineers,Analyze existing development or manufacturing procedures and suggest improvements.,PurpleBear,2025-04-17,3.0,2.0,3.0,3.0,5.0,3.0
20735,Mechanical Engineers,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",PurpleBear,2025-04-17,3.0,4.0,2.0,3.0,2.0,3.0
1447,Mechanical Drafters,"Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.",PurpleBear,2025-04-17,3.0,1.0,1.0,3.0,2.0,2.0
2829,Desktop Publishers,Select number of colors and determine color separations.,650_a,2025-04-18,4.0,1.0,1.0,3.0,3.0,3.0
11280,Correspondence Clerks,"Compose letters in reply to correspondence concerning such items as requests for merchandise, damage claims, credit information requests, delinquent accounts, incorrect billing, or unsatisfactory service.",BrownFox,2025-04-18,4.0,2.0,2.0,4.0,5.0,2.0
8149,Brokerage Clerks,"File, type, or operate standard office machines.",BrownFox,2025-04-18,5.0,1.0,1.0,2.0,2.0,1.0
23258,Billing and Posting Clerks,"Compute credit terms, discounts, shipment charges, or rates for goods or services to complete billing documents.",BrownFox,2025-04-18,5.0,2.0,2.0,2.0,2.0,2.0
9423,Medical Transcriptionists,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",BrownFox,2025-04-18,5.0,2.0,2.0,5.0,3.0,2.0
23215,"Securities, Commodities, and Financial Services Sales Agents","Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",BrownFox,2025-04-18,4.0,2.0,2.0,5.0,5.0,2.0
22802,Radiologic Technologists and Technicians,"Review and evaluate developed x-rays, video tape, or computer-generated information to determine if images are satisfactory for diagnostic purposes.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,2.0,2.0
2489,"Bookkeeping, Accounting, and Auditing Clerks","Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,4.0,2.0
742,Travel Agents,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,4.0,2.0
2480,Bill and Account Collectors,"Perform various administrative functions for assigned accounts, such as recording address changes and purging the records of deceased customers.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,3.0,2.0
4090,Radiation Therapists,"Review prescription, diagnosis, patient chart, and identification.",BrownFox,2025-04-18,5.0,3.0,4.0,5.0,5.0,3.0
11291,Loan Interviewers and Clerks,Verify and examine information and accuracy of loan application and closing documents.,BrownFox,2025-04-18,5.0,1.0,1.0,3.0,2.0,1.0
23305,"Credit Authorizers, Checkers, and Clerks","Examine city directories and public records to verify residence property ownership, bankruptcies, liens, arrest record, or unpaid taxes of applicants.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,4.0,2.0
2518,Payroll and Timekeeping Clerks,"Review time sheets, work charts, wage computation, and other information to detect and reconcile payroll discrepancies.",BrownFox,2025-04-18,5.0,1.0,1.0,2.0,1.0,1.0
8151,Brokerage Clerks,"Compute total holdings, dividends, interest, transfer taxes, brokerage fees, or commissions and allocate appropriate payments to customers.",BrownFox,2025-04-18,5.0,1.0,1.0,5.0,3.0,1.0
2523,Payroll and Timekeeping Clerks,"Provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions.",BrownFox,2025-04-18,5.0,2.0,2.0,5.0,3.0,2.0
2548,Procurement Clerks,"Prepare invitation-of-bid forms, and mail forms to supplier firms or distribute forms for public posting.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,4.0,2.0
4068,Film and Video Editors,Piece sounds together to develop film soundtracks.,BrownFox,2025-04-18,5.0,3.0,3.0,5.0,5.0,3.0
20566,Cytogenetic Technologists,"Describe chromosome, FISH and aCGH analysis results in International System of Cytogenetic Nomenclature (ISCN) language.",BrownFox,2025-04-18,5.0,2.0,2.0,5.0,3.0,2.0
4058,Film and Video Editors,Review assembled films or edited videotapes on screens or monitors to determine if corrections are necessary.,BrownFox,2025-04-18,5.0,2.0,2.0,5.0,5.0,3.0
23275,"Court, Municipal, and License Clerks","Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.",BrownFox,2025-04-18,4.0,2.0,2.0,5.0,3.0,2.0
11290,Correspondence Clerks,Compile data pertinent to manufacture of special products for customers.,BrownFox,2025-04-18,5.0,2.0,2.0,4.0,5.0,2.0
23298,"Credit Authorizers, Checkers, and Clerks",Compile and analyze credit information gathered by investigation.,BrownFox,2025-04-18,5.0,2.0,2.0,3.0,2.0,2.0
23243,Billing and Posting Clerks,Resolve discrepancies in accounting records.,BrownFox,2025-04-18,5.0,1.0,1.0,3.0,2.0,1.0
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,BrownFox,2025-04-18,5.0,2.0,2.0,3.0,3.0,2.0
23274,"Court, Municipal, and License Clerks",Prepare meeting agendas or packets of related information.,BrownFox,2025-04-18,5.0,1.0,1.0,3.0,3.0,1.0
17376,Cytogenetic Technologists,Summarize test results and report to appropriate authorities.,BrownFox,2025-04-18,5.0,2.0,2.0,5.0,5.0,3.0
23238,Billing and Posting Clerks,Verify accuracy of billing data and revise any errors.,BrownFox,2025-04-18,5.0,2.0,2.0,5.0,5.0,2.0
2533,Procurement Clerks,"Respond to customer and supplier inquiries about order status, changes, or cancellations.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,5.0,2.0
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",BrownFox,2025-04-18,5.0,2.0,2.0,4.0,4.0,2.0
3242,Advertising and Promotions Managers,Coordinate with the media to disseminate advertising.,50_a,2025-04-22,4.0,1.0,3.0,3.0,5.0,3.0
15691,Supply Chain Managers,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",50_a,2025-04-22,4.0,1.0,4.0,3.0,3.0,3.0
20942,Supply Chain Managers,"Determine appropriate equipment and staffing levels to load, unload, move, or store materials.",50_a,2025-04-22,3.0,1.0,3.0,2.0,2.0,3.0
1020,Purchasing Managers,Maintain records of goods ordered and received.,50_a,2025-04-22,2.0,2.0,3.0,4.0,2.0,3.0
15427,Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",50_a,2025-04-22,2.0,3.0,3.0,3.0,2.0,3.0
20946,Supply Chain Managers,Monitor forecasts and quotas to identify changes and predict effects on supply chain activities.,50_a,2025-04-22,3.0,1.0,3.0,3.0,3.0,3.0
20945,Supply Chain Managers,Monitor suppliers' activities to assess performance in meeting quality or delivery requirements.,50_a,2025-04-22,4.0,1.0,3.0,3.0,3.0,2.0
1021,Purchasing Managers,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",50_a,2025-04-22,3.0,4.0,4.0,3.0,5.0,4.0
1022,Purchasing Managers,Prepare and process requisitions and purchase orders for supplies and equipment.,50_a,2025-04-22,2.0,2.0,3.0,2.0,3.0,4.0
8873,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions.",50_a,2025-04-22,5.0,1.0,2.0,2.0,2.0,1.0
15425,Quality Control Systems Managers,Create and implement inspection and testing criteria or procedures.,50_a,2025-04-22,2.0,3.0,3.0,3.0,3.0,4.0
7393,Computer Hardware Engineers,"Test and verify hardware and support peripherals to ensure that they meet specifications and requirements, by recording and analyzing test data.",400_a,2025-04-22,2.0,4.0,4.0,5.0,2.0,5.0
22082,Mechanical Engineering Technologists and Technicians,"Interpret engineering sketches, specifications, or drawings.",400_a,2025-04-22,3.0,5.0,4.0,4.0,2.0,4.0
16513,Robotics Engineers,Make system device lists or event timing charts.,400_a,2025-04-22,3.0,3.0,3.0,4.0,2.0,4.0
21937,Architectural and Civil Drafters,Prepare colored drawings of landscape and interior designs for presentation to client.,400_a,2025-04-22,3.0,1.0,2.0,4.0,3.0,4.0
19607,Civil Engineers,Design energy-efficient or environmentally sound civil structures.,400_a,2025-04-22,2.0,3.0,4.0,4.0,3.0,3.0
16518,Robotics Engineers,Plan mobile robot paths and teach path plans to robots.,400_a,2025-04-22,3.0,4.0,2.0,5.0,2.0,4.0
3658,Environmental Engineering Technologists and Technicians,"Develop work plans, including writing specifications or establishing material, manpower, or facilities needs.",400_a,2025-04-22,2.0,4.0,3.0,4.0,2.0,4.0
20737,Mechanical Engineers,"Assist drafters in developing the structural design of products, using drafting tools or computer-assisted drafting equipment or software.",400_a,2025-04-22,3.0,2.0,4.0,5.0,4.0,4.0
21985,Electrical and Electronic Engineering Technologists and Technicians,"Select electronics equipment, components, or systems to meet functional specifications.",400_a,2025-04-22,3.0,4.0,4.0,4.0,3.0,4.0
3586,Petroleum Engineers,Maintain records of drilling and production operations.,400_a,2025-04-22,3.0,3.0,3.0,3.0,2.0,4.0
3654,Environmental Engineering Technologists and Technicians,"Produce environmental assessment reports, tabulating data and preparing charts, graphs, or sketches.",400_a,2025-04-22,3.0,1.0,2.0,3.0,2.0,3.0
16514,Robotics Engineers,"Document robotic application development, maintenance, or changes.",400_a,2025-04-22,3.0,2.0,2.0,3.0,2.0,3.0
3646,Environmental Engineering Technologists and Technicians,Review work plans to schedule activities.,400_a,2025-04-22,2.0,1.0,2.0,4.0,3.0,5.0
20736,Mechanical Engineers,"Specify system components or direct modification of products to ensure conformance with engineering design, performance specifications, or environmental regulations.",400_a,2025-04-22,2.0,3.0,3.0,5.0,2.0,4.0
21981,Electrical and Electronic Engineering Technologists and Technicians,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,400_a,2025-04-22,4.0,2.0,3.0,4.0,2.0,2.0
147,Civil Engineers,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",400_a,2025-04-22,3.0,1.0,4.0,4.0,1.0,2.0
3581,Petroleum Engineers,Analyze data to recommend placement of wells and supplementary processes to enhance production.,400_a,2025-04-22,2.0,1.0,2.0,4.0,1.0,3.0
21927,Architectural and Civil Drafters,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",400_a,2025-04-22,3.0,1.0,2.0,4.0,2.0,3.0
20726,Aerospace Engineers,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.",400_a,2025-04-22,2.0,2.0,2.0,5.0,2.0,4.0
21997,Electrical and Electronic Engineering Technologists and Technicians,"Produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (CAD) software.",400_a,2025-04-22,3.0,1.0,2.0,4.0,1.0,3.0
1476,Mechanical Engineering Technologists and Technicians,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",400_a,2025-04-22,2.0,1.0,3.0,5.0,1.0,3.0
7397,Computer Hardware Engineers,Analyze user needs and recommend appropriate hardware.,400_a,2025-04-22,3.0,1.0,2.0,4.0,3.0,3.0
20735,Mechanical Engineers,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",400_a,2025-04-22,2.0,2.0,2.0,3.0,2.0,3.0
21999,Electrical and Electronic Engineering Technologists and Technicians,"Design or modify engineering schematics for electrical transmission and distribution systems or for electrical installation in residential, commercial, or industrial buildings, using computer-aided design (CAD) software.",400_a,2025-04-22,3.0,1.0,2.0,4.0,2.0,3.0
21922,Architectural and Civil Drafters,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",400_a,2025-04-22,3.0,1.0,2.0,4.0,2.0,2.0
3641,Environmental Engineering Technologists and Technicians,Maintain project logbook records or computer program files.,400_a,2025-04-22,3.0,1.0,2.0,3.0,2.0,2.0
1349,Electrical Engineers,Operate computer-assisted engineering or design software or equipment to perform engineering tasks.,400_a,2025-04-22,2.0,1.0,1.0,4.0,2.0,4.0
7399,Computer Hardware Engineers,Confer with engineering staff and consult specifications to evaluate interface between hardware and software and operational and performance requirements of overall system.,400_a,2025-04-22,2.0,3.0,2.0,3.0,4.0,3.0
3657,Environmental Engineering Technologists and Technicians,Perform statistical analysis and correction of air or water pollution data submitted by industry or other agencies.,400_a,2025-04-22,3.0,1.0,2.0,4.0,2.0,3.0
16516,Robotics Engineers,Create back-ups of robot programs or parameters.,400_a,2025-04-22,2.0,1.0,2.0,2.0,1.0,3.0
16515,Robotics Engineers,Write algorithms or programming code for ad hoc robotic applications.,400_a,2025-04-22,2.0,1.0,2.0,3.0,2.0,3.0
3588,Petroleum Engineers,Write technical reports for engineering and management personnel.,400_a,2025-04-22,4.0,1.0,2.0,3.0,2.0,2.0
3580,Petroleum Engineers,"Monitor production rates, and plan rework processes to improve production.",400_a,2025-04-22,2.0,1.0,2.0,4.0,2.0,3.0
1411,Mechanical Engineers,"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",400_a,2025-04-22,3.0,1.0,2.0,3.0,1.0,3.0
7406,Computer Hardware Engineers,"Evaluate factors such as reporting formats required, cost constraints, and need for security restrictions to determine hardware configuration.",400_a,2025-04-22,2.0,2.0,2.0,4.0,2.0,4.0
19601,Aerospace Engineers,"Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions.",400_a,2025-04-22,2.0,3.0,2.0,5.0,2.0,4.0
1358,Electrical Engineers,"Prepare technical drawings, specifications of electrical systems, or topographical maps to ensure that installation and operations conform to standards and customer requirements.",400_a,2025-04-22,2.0,1.0,2.0,4.0,1.0,4.0
1485,Mechanical Engineering Technologists and Technicians,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,400_a,2025-04-22,2.0,1.0,1.0,3.0,2.0,2.0
1475,Mechanical Engineering Technologists and Technicians,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops.",400_a,2025-04-22,3.0,1.0,2.0,4.0,2.0,2.0
21995,Electrical and Electronic Engineering Technologists and Technicians,"Provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",400_a,2025-04-22,2.0,2.0,2.0,4.0,4.0,2.0
21918,Architectural and Civil Drafters,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",400_a,2025-04-22,3.0,1.0,4.0,4.0,2.0,3.0
1418,Mechanical Engineers,Provide feedback to design engineers on customer problems or needs.,400_a,2025-04-22,3.0,1.0,2.0,5.0,4.0,3.0
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,450_b,2025-04-22,5.0,1.0,4.0,3.0,1.0,1.0
7391,Computer Hardware Engineers,Update knowledge and skills to keep up with rapid advancements in computer technology.,400_a,2025-04-22,2.0,2.0,2.0,3.0,2.0,3.0
